Archivos,,,,,,,,,,,,
ID,Código,Nombre,Medida,Importe,Descuento,Cuenta Contable 1,Cuenta Contable 2,Cuenta Contable 3,Tipo,IVA,Estado,Acción
3010,cp15,"Clases particulares,",15 horas,525 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3011,cp16,"Clases particulares,",16 horas,560 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3012,cp17,"Clases particulares,",17 horas,595 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3013,cp18,"Clases particulares,",18 horas,630 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3014,cp19,"Clases particulares,",19 horas,665 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3015,cp2,"Clases particulares,",2 horas,100 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3016,cp20,"Clases particulares,",20 horas,660 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3017,cp21,"Clases particulares,",21 horas,693 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3018,cp22,"Clases particulares,",22 horas,726 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3019,cp23,"Clases particulares,",23 horas,759 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3020,cp24,"Clases particulares,",24 horas,792 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3021,cp25,"Clases particulares,",25 horas,825 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3022,cp26,"Clases particulares,",26 horas,858 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3023,cp27,"Clases particulares,",27 horas,891 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3024,cp28,"Clases particulares,",28 horas,924 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3025,cp29,"Clases particulares,",29 horas,957 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3026,cp3,"Clases particulares,",3 horas,150 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3027,cp30,"Clases particulares,",30 horas,990 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3028,cp31,"Clases particulares,",31 horas,"1.023,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3029,cp32,"Clases particulares,",32 horas,"1.056,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3030,cp33,"Clases particulares,",33 horas,"1.089,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3031,cp34,"Clases particulares,",34 horas,"1.122,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3032,cp35,"Clases particulares,",35 horas,"1.155,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3033,cp36,"Clases particulares,",36 horas,"1.188,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3034,cp37,"Clases particulares,",37 horas,"1.221,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3035,cp38,"Clases particulares,",38 horas,"1.254,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3036,cp39,"Clases particulares,",39 horas,"1.287,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3037,cp4,"Clases particulares,",4 horas,175 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3038,cp40,"Clases particulares,",40 horas,"1.320,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3039,cp41,"Clases particulares,",41 horas,"1.353,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3040,cp42,"Clases particulares,",42 horas,"1.386,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3041,cp43,"Clases particulares,",43 horas,"1.419,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3042,cp44,"Clases particulares,",44 horas,"1.452,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3043,cp45,"Clases particulares,",45 horas,"1.485,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3044,cp46,"Clases particulares,",46 horas,"1.518,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3045,cp47,"Clases particulares,",47 horas,"1.551,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3046,cp48,"Clases particulares,",48 horas,"1.584,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3047,cp49,"Clases particulares,",49 horas,"1.617,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3048,cp5,"Clases particulares,",5 horas,200 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3049,cp50,"Clases particulares,",50 horas,"1.650,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3050,cp51,"Clases particulares,",51 horas,"1.683,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3051,cp52,"Clases particulares,",52 horas,"1.716,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3052,cp53,"Clases particulares,",53 horas,"1.749,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3053,cp54,"Clases particulares,",54 horas,"1.782,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3054,cp55,"Clases particulares,",55 horas,"1.815,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3055,cp56,"Clases particulares,",56 horas,"1.848,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3056,cp57,"Clases particulares,",57 horas,"1.881,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3057,cp58,"Clases particulares,",58 horas,"1.914,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3058,cp59,"Clases particulares,",59 horas,"1.947,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3059,cp6,"Clases particulares,",6 horas,240 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3060,cp60,"Clases particulares,",60 horas,"1.980,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3061,cp61,"Clases particulares,",61 horas,"2.013,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3062,cp62,"Clases particulares,",62 horas,"2.046,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3063,cp63,"Clases particulares,",63 horas,"2.079,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3064,cp64,"Clases particulares,",64 horas,"2.112,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3065,cp65,"Clases particulares,",65 horas,"2.145,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3066,cp66,"Clases particulares,",66 horas,"2.178,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3067,cp67,"Clases particulares,",67 horas,"2.211,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3068,cp68,"Clases particulares,",68 horas,"2.244,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3069,cp69,"Clases particulares,",69 horas,"2.277,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3070,cp7,"Clases particulares,",7 horas,280 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3071,cp70,"Clases particulares,",70 horas,"2.310,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3072,cp71,"Clases particulares,",71 horas,"2.343,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3073,cp72,"Clases particulares,",72 horas,"2.376,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3074,cp73,"Clases particulares,",73 horas,"2.409,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3075,cp74,"Clases particulares,",74 horas,"2.442,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3076,cp75,"Clases particulares,",75 horas,"2.475,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3077,cp76,"Clases particulares,",76 horas,"2.508,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3078,cp77,"Clases particulares,",77 horas,"2.541,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3079,cp78,"Clases particulares,",78 horas,"2.574,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3080,cp79,"Clases particulares,",79 horas,"2.607,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3081,cp8,"Clases particulares,",8 horas,320 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3082,cp80,"Clases particulares,",80 horas,"2.640,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3083,cp81,"Clases particulares,",81 horas,"2.673,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3084,cp82,"Clases particulares,",82 horas,"2.706,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3085,cp83,"Clases particulares,",83 horas,"2.739,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3086,cp84,"Clases particulares,",84 horas,"2.772,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3087,cp85,"Clases particulares,",85 horas,"2.805,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3088,cp86,"Clases particulares,",86 horas,"2.838,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3089,cp87,"Clases particulares,",87 horas,"2.871,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3090,cp88,"Clases particulares,",88 horas,"2.904,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3091,cp89,"Clases particulares,",89 horas,"2.937,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3092,cp9,"Clases particulares,",9 horas,360 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3093,cp90,"Clases particulares,",90 horas,"2.970,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3094,cp91,"Clases particulares,",91 horas,"3.003,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3095,cp92,"Clases particulares,",92 horas,"3.036,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3096,cp93,"Clases particulares,",93 horas,"3.069,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3097,cp94,"Clases particulares,",94 horas,"3.102,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3098,cp95,"Clases particulares,",95 horas,"3.135,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3099,cp96,"Clases particulares,",96 horas,"3.168,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3100,cp97,"Clases particulares,",97 horas,"3.201,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3101,cp98,"Clases particulares,",98 horas,"3.234,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3102,cp99,"Clases particulares,",99 horas,"3.267,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3103,cpb10,"Clases particulares,",10 horas,350 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3104,cpb5,"Clases particulares,",5 horas,200 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3105,sk0,"Clases skype,",,€,0 %,705000000000,700000000011,700000000500,Docencia,16 %,Activo,
3106,sk1,"Clases skype,",1 hora,50 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3107,sk11,"Clases skype,",11 horas,"357,5 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3108,sk12,"Clases skype,",12 horas,390 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3109,sk13,"Clases skype,",13 horas,"422,5 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3110,sk14,"Clases skype,",14 horas,455 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3111,sk15,"Clases skype,",15 horas,"487,5 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3112,sk16,"Clases skype,",16 horas,520 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3113,sk17,"Clases skype,",17 horas,"552,5 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3114,sk18,"Clases skype,",18 horas,585 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3115,sk19,"Clases skype,",19 horas,"617,5 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3116,sk2,"Clases skype,",2 horas,90 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3117,sk21,"Clases skype,",21 horas,630 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3118,sk22,"Clases skype,",22 horas,660 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3119,sk23,"Clases skype,",23 horas,690 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3120,sk24,"Clases skype,",24 horas,720 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3121,sk25,"Clases skype,",25 horas,750 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3122,sk26,"Clases skype,",26 horas,780 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3123,sk27,"Clases skype,",27 horas,810 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3124,sk28,"Clases skype,",28 horas,840 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3125,sk29,"Clases skype,",29 horas,870 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3126,sk3,"Clases skype,",3 horas,120 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3127,sk30,"Clases skype,",30 horas,900 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3128,sk31,"Clases skype,",31 horas,930 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3129,sk32,"Clases skype,",32 horas,960 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3130,sk33,"Clases skype,",33 horas,990 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3131,sk34,"Clases skype,",34 horas,"1.020,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3132,sk35,"Clases skype,",35 horas,"1.050,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3133,sk36,"Clases skype,",36 horas,"1.080,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3134,sk37,"Clases skype,",37 horas,"1.110,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3135,sk38,"Clases skype,",38 horas,"1.140,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3136,sk39,"Clases skype,",39 horas,"1.170,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3137,sk4,"Clases skype,",4 horas,150 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3138,sk40,"Clases skype,",40 horas,"1.200,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3139,sk41,"Clases skype,",41 horas,"1.230,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3140,sk42,"Clases skype,",42 horas,"1.260,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3141,sk43,"Clases skype,",43 horas,"1.290,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3142,sk44,"Clases skype,",44 horas,"1.320,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3143,sk45,"Clases skype,",45 horas,"1.350,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3144,sk46,"Clases skype,",46 horas,"1.380,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3145,sk47,"Clases skype,",47 horas,"1.410,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3146,sk48,"Clases skype,",48 horas,"1.440,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3147,sk49,"Clases skype,",49 horas,"1.470,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3148,sk50,"Clases skype,",50 horas,"1.500,00 €",0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3149,sk6,"Clases skype,",6 horas,210 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3150,sk7,"Clases skype,",7 horas,245 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3151,sk8,"Clases skype,",8 horas,280 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3152,sk9,"Clases skype,",9 horas,315 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3153,sk10,"Clases skype, bono 10 horas",10 horas,325 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3154,sk20,"Clases skype, bono 10 horas",20 horas,600 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3155,sk5,"Clases skype, bono 5 horas",5 horas,175 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3156,skb,"Clases skype, bono bienvenida",5 horas,150 €,0 %,705000000000,700000000011,705000000500,Docencia,16 %,Activo,
3157,abitur1,"Curso abitur,",1 semana,490 €,0 %,705000000000,700000000005,700000000701,Docencia,16 %,Activo,
3158,abitur2,"Curso abitur,",2 semanas,920 €,0 %,705000000000,700000000005,700000000701,Docencia,16 %,Activo,
3159,abitur3,"Curso abitur,",3 semanas,"1.370,00 €",0 %,705000000000,700000000005,700000000701,Docencia,16 %,Activo,
3160,abitur4,"Curso abitur,",4 semanas,"1.820,00 €",0 %,705000000000,705000000002,700000000701,Docencia,16 %,Activo,
3161,uned-g,"Curso acceso UNED,",,"4.200,00 €",0 %,705000000520,705000000011,555000000007,Docencia,16 %,Activo,
3162,uned-m,"Curso acceso UNED,",,120 €,0 %,705600000000,705600000000,555000000007,Docencia,16 %,Activo,
3163,cul1,"Curso cultura,",1 semana,105 €,0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3164,cul10,"Curso cultura,",10 semanas,"1.050,00 €",0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3165,cul11,"Curso cultura,",11 semanas,"1.155,00 €",0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3166,cul12,"Curso cultura,",12 semanas,"1.260,00 €",0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3167,cul13,"Curso cultura,",13 semanas,"1.365,00 €",0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3168,cul14,"Curso cultura,",14 semanas,"1.470,00 €",0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3169,cul2,"Curso cultura,",2 semanas,210 €,0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3170,cul3,"Curso cultura,",3 semanas,315 €,0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3171,cul4,"Curso cultura,",4 semanas,420 €,0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3172,cul5,"Curso cultura,",5 semanas,525 €,0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3173,cul6,"Curso cultura,",6 semanas,630 €,0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3174,cul7,"Curso cultura,",7 semanas,735 €,0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3175,cul8,"Curso cultura,",8 semanas,840 €,0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3176,cul9,"Curso cultura,",9 semanas,945 €,0 %,705000000000,705000000020,700000000610,Docencia,16 %,Activo,
3177,c0,,,€,0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3178,c1,,1 semana,105 €,0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3179,c10,,10 semanas,"1.050,00 €",0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3180,c11,,11 semanas,"1.155,00 €",0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3181,c12,,12 semanas,"1.260,00 €",0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3182,c13,,13 semanas,"1.365,00 €",0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3183,c14,,14 semanas,"1.470,00 €",0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3184,c15,,15 semanas,"1.575,00 €",0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3185,c16,,16 semanas,"1.680,00 €",0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3186,c2,,2 semanas,210 €,0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3187,c3,,3 semanas,315 €,0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3188,c4,,4 semanas,420 €,0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3189,c5,,5 semanas,525 €,0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3190,c6,,6 semanas,630 €,0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3191,c7,,7 semanas,735 €,0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3192,c8,,8 semanas,840 €,0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3193,c9,,9 semanas,945 €,0 %,705000000000,705000000002,700000000400,Docencia,16 %,Activo,
3194,pron1,,1 semana,105 €,0 %,705000000000,700000000005,700000001300,Docencia,16 %,Activo,
3195,pron2,,2 semanas,210 €,0 %,705000000000,700000000005,700000001300,Docencia,16 %,Activo,
3196,pron3,,3 semanas,315 €,0 %,705000000000,700000000005,700000001300,Docencia,16 %,Activo,
3197,pron4,,4 semanas,420 €,0 %,705000000000,700000000005,700000001300,Docencia,16 %,Activo,
3198,pron5,,5 semanas,525 €,0 %,705000000000,700000000005,700000001300,Docencia,16 %,Activo,
3199,pron6,,6 semanas,630 €,0 %,705000000000,700000000005,700000001300,Docencia,16 %,Activo,
3200,pron7,,7 semanas,735 €,0 %,705000000000,700000000005,700000001300,Docencia,16 %,Activo,
3201,pron8,,8 semanas,840 €,0 %,705000000000,700000000005,700000001300,Docencia,16 %,Activo,
3202,n0,,oferta especial,€,0 %,705000000000,700000000005,700000000300,Docencia,16 %,Activo,
3203,n1,,1 semana,105 €,0 %,705000000000,700000000005,700000000300,Docencia,16 %,Activo,
3204,n2,,2 semanas,210 €,0 %,705000000000,700000000005,700000000300,Docencia,16 %,Activo,
3205,n3,,3 semanas,315 €,0 %,705000000000,700000000005,700000000300,Docencia,16 %,Activo,
3206,n4,,4 semanas,420 €,0 %,705000000000,700000000005,700000000300,Docencia,16 %,Activo,
3207,n5,,5 semanas,525 €,0 %,705000000000,700000000005,700000000300,Docencia,16 %,Activo,
3208,n6,,6 semanas,630 €,0 %,705000000000,700000000005,700000000300,Docencia,16 %,Activo,
3209,n7,,7 semanas,735 €,0 %,705000000000,700000000005,700000000300,Docencia,16 %,Activo,
3210,n8,,8 semanas,840 €,0 %,705000000000,700000000005,700000000300,Docencia,16 %,Activo,
3211,msi,"Curso extensivo 10h,",,15 €,0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3212,si0,"Curso extensivo 10h,",oferta especial,€,0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3213,si1,"Curso extensivo 10h,",1 semanas,125 €,0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3214,si10,"Curso extensivo 10h,",10 semanas,800 €,0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3215,si11,"Curso extensivo 10h,",11 semanas,880 €,0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3216,si12,"Curso extensivo 10h,",12 semanas,900 €,0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3217,si13,"Curso extensivo 10h,",13 semanas,975 €,0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3218,si14,"Curso extensivo 10h,",14 semanas,"1.050,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3219,si15,"Curso extensivo 10h,",15 semanas,"1.125,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3220,si16,"Curso extensivo 10h,",16 semanas,"1.160,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3221,si17,"Curso extensivo 10h,",17 semanas,"1.230,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3222,si18,"Curso extensivo 10h,",18 semanas,"1.300,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3223,si19,"Curso extensivo 10h,",19 semanas,"1.370,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3224,si2,"Curso extensivo 10h,",2 semanas,225 €,0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3225,si20,"Curso extensivo 10h,",20 semanas,"1.400,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3226,si21,"Curso extensivo 10h,",21 semanas,"1.460,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3227,si22,"Curso extensivo 10h,",22 semanas,"1.520,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3228,si23,"Curso extensivo 10h,",23 semanas,"1.580,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3229,si24,"Curso extensivo 10h,",24 semanas,"1.590,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3230,si25,"Curso extensivo 10h,",25 semanas,"1.640,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3231,si26,"Curso extensivo 10h,",26 semanas,"1.690,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3232,si27,"Curso extensivo 10h,",27 semanas,"1.740,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3233,si28,"Curso extensivo 10h,",28 semanas,"1.790,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3234,si29,"Curso extensivo 10h,",29 semanas,"1.840,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3235,si3,"Curso extensivo 10h,",3 semanas,300 €,0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3236,si30,"Curso extensivo 10h,",30 semanas,"1.890,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3237,si31,"Curso extensivo 10h,",31 semanas,"1.940,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3238,si32,"Curso extensivo 10h,",32 semanas,"1.990,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3239,si33,"Curso extensivo 10h,",33 semanas,"2.040,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
3240,si34,"Curso extensivo 10h,",34 semanas,"2.090,00 €",0 %,705000000000,700000000005,700000000860,Docencia,16 %,Activo,
