ID:  - Nombre:  - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se hace login; Fecha: 05-08-2024; Hora: 10:56:29
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 05-08-2024; Hora: 10:56:32
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 05-08-2024; Hora: 10:57:29
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 05-08-2024; Hora: 10:57:54
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 05-08-2024; Hora: 11:02:27
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 05-08-2024; Hora: 11:56:37
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 05-08-2024; Hora: 12:06:51
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 05-08-2024; Hora: 12:07:03
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: ordenTransporte.php; Acción: ACTUALIZA EL PRECINTO A: PRUEBA; Fecha: 05-08-2024; Hora: 12:23:13
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 05-08-2024; Hora: 12:28:57
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 05-08-2024; Hora: 12:32:49
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:27:44
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:30:06
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:41:32
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:44:39
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:44:48
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:45:20
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:45:34
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:45:40
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:48:23
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:48:24
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:48:25
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:48:29
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:48:44
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:54:49
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:55:34
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:56:30
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 13:57:55
ID:  - Nombre:  - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se hace login; Fecha: 05-08-2024; Hora: 15:38:08
ID:  - Nombre:  - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se hace login; Fecha: 05-08-2024; Hora: 15:38:12
ID:  - Nombre:  - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se hace login; Fecha: 05-08-2024; Hora: 15:38:17
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 05-08-2024; Hora: 15:38:29
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 17:55:20
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 55; Fecha: 05-08-2024; Hora: 17:55:23
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 55; Fecha: 05-08-2024; Hora: 17:55:27
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 17:58:08
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 55; Fecha: 05-08-2024; Hora: 17:58:11
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 10; Fecha: 05-08-2024; Hora: 17:58:21
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 10; Fecha: 05-08-2024; Hora: 17:58:23
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 17:58:57
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 56; Fecha: 05-08-2024; Hora: 17:59:00
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 55; Fecha: 05-08-2024; Hora: 17:59:06
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 18:01:35
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 55; Fecha: 05-08-2024; Hora: 18:01:42
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 10; Fecha: 05-08-2024; Hora: 18:01:52
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 10; Fecha: 05-08-2024; Hora: 18:01:54
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 18:02:34
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 10; Fecha: 05-08-2024; Hora: 18:02:36
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 10; Fecha: 05-08-2024; Hora: 18:02:37
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 18:03:17
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 10; Fecha: 05-08-2024; Hora: 18:03:18
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 18:03:46
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 18:04:02
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 10; Fecha: 05-08-2024; Hora: 18:04:03
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 18:04:43
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 18:04:53
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 10; Fecha: 05-08-2024; Hora: 18:04:55
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 18:05:14
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 10; Fecha: 05-08-2024; Hora: 18:05:20
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 05-08-2024; Hora: 18:05:35
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: 55; Fecha: 05-08-2024; Hora: 18:05:36
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: ; Fecha: 05-08-2024; Hora: 18:25:43
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se recoge usuario con id: ; Fecha: 05-08-2024; Hora: 18:27:21
