ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 23-07-2025; Hora: 10:30:50
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 23-07-2025; Hora: 10:30:57
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 10:30:57
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 10:31:17
ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 23-07-2025; Hora: 11:22:04
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 23-07-2025; Hora: 11:22:13
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 11:22:13
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 23-07-2025; Hora: 11:30:53
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 11:30:53
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 11:30:57
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 11:35:19
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 11:43:14
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 11:45:59
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 11:46:19
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 11:46:59
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 11:47:02
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 11:47:37
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 11:48:01
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 12:00:34
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 23-07-2025; Hora: 12:00:37
