ID:  - Nombre:  - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se hace login; Fecha: 20-09-2024; Hora: 09:39:17
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:39:39
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:42:34
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:42:58
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:43:41
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:44:02
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:44:58
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:45:14
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:45:32
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:45:51
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:47:44
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:48:06
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:48:26
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:48:47
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:54:05
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:59:18
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 09:59:34
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:00:13
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:00:29
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:00:51
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:01:32
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:01:53
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:02:00
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:02:14
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:02:54
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:03:08
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:03:24
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:54:59
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:55:21
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:55:33
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:56:31
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 10:56:37
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: logout.php; Acción: Sesión cerrada; Fecha: 20-09-2024; Hora: 11:15:40
ID:  - Nombre:  - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se hace login; Fecha: 20-09-2024; Hora: 11:15:45
ID: 1 - Nombre: Software - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 11:16:01
ID: 1 - Nombre: Software - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 11:16:13
ID: 1 - Nombre: Software - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 11:16:46
ID: 1 - Nombre: Software - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 11:22:13
ID: 1 - Nombre: Software - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 11:23:36
ID: 1 - Nombre: Software - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 20-09-2024; Hora: 11:28:44
ID: 1 - Nombre: Software - IP: 127.0.0.1; Archivo: tickets.php; Acción: Mostrar Tickets; Fecha: 20-09-2024; Hora: 11:39:41
ID: 1 - Nombre: Software - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 20-09-2024; Hora: 11:51:12
