ID:  - Nombre:  - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se hace login; Fecha: 03-09-2024; Hora: 09:28:35
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 09:29:22
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 03-09-2024; Hora: 09:50:52
0 - Super; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 03-09-2024; Hora: 12:43:48
0 - Super; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 03-09-2024; Hora: 13:18:56
0 - Super; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 03-09-2024; Hora: 13:20:29
0 - Super; Archivo: tiposAloja_Edu.php; Acción: Lista los tipos de alojamiento ; Fecha: 03-09-2024; Hora: 13:21:24
0 - Super; Archivo: medios.php; Acción: Lista los medios de pago; Fecha: 03-09-2024; Hora: 13:42:24
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 13:45:12
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 13:46:08
0 - Super; Archivo: personal_Edu.php; Acción: Lista los personales; Fecha: 03-09-2024; Hora: 13:46:21
0 - Super; Archivo: tiposAloja_Edu.php; Acción: Lista los tipos de alojamiento ; Fecha: 03-09-2024; Hora: 13:46:27
0 - Super; Archivo: tiposContrato_Edu.php; Acción: Lista los tipos de contrato; Fecha: 03-09-2024; Hora: 13:46:29
0 - Super; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 03-09-2024; Hora: 13:46:33
0 - Super; Archivo: medios.php; Acción: Lista los medios de pago; Fecha: 03-09-2024; Hora: 13:46:37
0 - Super; Archivo: medios.php; Acción: Lista los medios de pago; Fecha: 03-09-2024; Hora: 13:46:42
0 - Super; Archivo: series.php; Acción: Lista las Series; Fecha: 03-09-2024; Hora: 13:46:44
0 - Super; Archivo: grupos.php; Acción: Lista los grupos; Fecha: 03-09-2024; Hora: 13:46:47
0 - Super; Archivo: grupos.php; Acción: Lista los grupos; Fecha: 03-09-2024; Hora: 13:46:58
0 - Super; Archivo: medios.php; Acción: Lista los medios de pago; Fecha: 03-09-2024; Hora: 13:46:59
0 - Super; Archivo: niveles.php; Acción: Lista los niveles; Fecha: 03-09-2024; Hora: 13:47:04
0 - Super; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 03-09-2024; Hora: 13:47:12
0 - Super; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 03-09-2024; Hora: 13:47:17
0 - Super; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 03-09-2024; Hora: 13:47:21
0 - Super; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 03-09-2024; Hora: 13:47:21
0 - Super; Archivo: objetivos.php; Acción: Lista los objetivos; Fecha: 03-09-2024; Hora: 13:47:28
0 - Super; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 03-09-2024; Hora: 13:47:28
0 - Super; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 03-09-2024; Hora: 13:47:34
0 - Super; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 03-09-2024; Hora: 13:47:34
0 - Super; Archivo: objetivos.php; Acción: Lista los objetivos; Fecha: 03-09-2024; Hora: 13:47:44
0 - Super; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 03-09-2024; Hora: 13:47:44
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 03-09-2024; Hora: 13:47:54
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 13:48:01
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 15:36:44
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 15:40:38
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 15:41:17
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 15:41:32
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 15:43:57
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 15:45:55
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 15:48:09
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 15:48:26
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 15:48:30
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 15:48:40
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 15:49:03
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 17:28:23
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 17:29:19
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 17:41:11
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 17:41:25
ID: 0 - Nombre: Super - IP: 127.0.0.1; Archivo: transportes.php; Acción: Mostrar Ordenes; Fecha: 03-09-2024; Hora: 17:46:59
