ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 02-04-2025; Hora: 11:08:06
1 - Software; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 02-04-2025; Hora: 11:08:23
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 02-04-2025; Hora: 11:08:28
1 - Software; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 02-04-2025; Hora: 11:09:44
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:31:28
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:31:28
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:31:28
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:31:28
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:31:40
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:31:40
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:31:40
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:31:40
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:32:21
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:32:21
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:32:21
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:32:21
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:32:45
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:32:45
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:32:45
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:32:45
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:33:11
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:33:11
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:33:11
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:33:11
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:33:17
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:33:17
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:33:17
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:33:17
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:33:26
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:33:26
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:33:26
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 02-04-2025; Hora: 11:33:26
ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 02-04-2025; Hora: 12:43:51
ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 02-04-2025; Hora: 13:17:38
ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 02-04-2025; Hora: 14:24:50
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 02-04-2025; Hora: 17:02:11
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 02-04-2025; Hora: 17:02:11
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 02-04-2025; Hora: 17:02:22
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 02-04-2025; Hora: 17:03:05
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 02-04-2025; Hora: 17:03:06
