ID:  - Nombre:  - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se hace login; Fecha: 20-08-2024; Hora: 11:39:23
ID: 1 - Nombre: Joser - IP: 127.0.0.1; Archivo: usuario.php; Acción: Mostrar usuarios; Fecha: 20-08-2024; Hora: 11:39:33
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 20-08-2024; Hora: 12:50:29
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 20-08-2024; Hora: 12:50:34
1 - Joser; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 20-08-2024; Hora: 12:50:40
1 - Joser; Archivo: tiposAloja_Edu.php; Acción: Lista los tipos de alojamiento ; Fecha: 20-08-2024; Hora: 12:50:46
1 - Joser; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 20-08-2024; Hora: 12:50:52
1 - Joser; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 20-08-2024; Hora: 12:50:52
1 - Joser; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 20-08-2024; Hora: 12:52:43
1 - Joser; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 20-08-2024; Hora: 12:52:43
1 - Joser; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 20-08-2024; Hora: 12:52:58
1 - Joser; Archivo: contenido.php; Acción: Lista los contenidos; Fecha: 20-08-2024; Hora: 12:52:58
