ID:  - Nombre:  - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se hace login; Fecha: 16-08-2024; Hora: 10:55:24
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 16-08-2024; Hora: 11:01:59
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 16-08-2024; Hora: 11:02:01
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 16-08-2024; Hora: 11:02:02
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 11:04:45
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 11:45:02
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 11:46:46
1 - Joser; Archivo: tarifaAloja.php; Acción: Se inserta una nueva tarifa de alojamiento; Fecha: 16-08-2024; Hora: 11:47:38
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 11:47:38
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 11:48:11
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 11:56:45
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:09:15
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:10:43
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:15:12
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:16:42
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:17:13
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:18:32
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:18:55
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:20:57
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:21:11
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:26:20
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:41:34
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:43:59
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:44:39
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:45:31
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:46:13
1 - Joser; Archivo: tarifaAloja.php; Acción: Se inserta una nueva tarifa de alojamiento; Fecha: 16-08-2024; Hora: 12:46:29
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 16-08-2024; Hora: 12:46:29
