ID:  - Nombre:  - IP: 127.0.0.1; Archivo: usuario.php; Acción: Se hace login; Fecha: 14-08-2024; Hora: 10:53:56
1 - Joser; Archivo: series.php; Acción: Lista las Series; Fecha: 14-08-2024; Hora: 11:13:34
1 - Joser; Archivo: series.php; Acción: Lista las Series; Fecha: 14-08-2024; Hora: 11:27:15
1 - Joser; Archivo: series.php; Acción: Lista las Series; Fecha: 14-08-2024; Hora: 11:27:56
1 - Joser; Archivo: series.php; Acción: Lista las Series; Fecha: 14-08-2024; Hora: 11:28:00
1 - Joser; Archivo: series.php; Acción: Lista las Series; Fecha: 14-08-2024; Hora: 11:28:53
1 - Joser; Archivo: series.php; Acción: Lista las Series; Fecha: 14-08-2024; Hora: 11:28:57
1 - Joser; Archivo: series.php; Acción: Lista las Series; Fecha: 14-08-2024; Hora: 11:29:07
1 - Joser; Archivo: series.php; Acción: Lista las Series; Fecha: 14-08-2024; Hora: 11:30:18
1 - Joser; Archivo: series.php; Acción: Lista las Series; Fecha: 14-08-2024; Hora: 11:33:45
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 11:42:41
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 11:58:49
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 12:00:38
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 12:02:52
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 12:03:44
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 12:03:56
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 12:07:22
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 12:13:03
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 12:14:31
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 12:14:35
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 12:14:46
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 13:02:03
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 13:12:03
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 13:24:56
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 13:26:52
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 13:27:23
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 13:28:08
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 13:29:04
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 13:29:12
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 15:58:43
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:13:19
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:13:49
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:13:49
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:13:50
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:14:33
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:15:10
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:15:35
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:15:40
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:15:40
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:16:22
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:16:26
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:16:26
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:16:39
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:16:50
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:16:50
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:30:21
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:30:24
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:30:26
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:30:47
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:30:56
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:30:58
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:31:16
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:31:20
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:31:31
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:31:33
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:31:52
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:31:53
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:31:55
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:31:57
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:50:49
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:55:03
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se activa el tipo de curso ; Fecha: 14-08-2024; Hora: 16:55:06
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:55:06
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:55:21
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 16:56:59
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se activa el tipo de curso ; Fecha: 14-08-2024; Hora: 16:57:02
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:57:02
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 16:59:17
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se inserta un nuevo tipo de curso; Fecha: 14-08-2024; Hora: 17:00:17
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Se activa el tipo de curso ; Fecha: 14-08-2024; Hora: 17:00:19
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:00:19
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:02:24
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:04:56
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:04:57
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:04:58
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:04:59
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:05:01
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:05:20
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:05:30
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:06:19
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:06:23
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:06:52
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:07:35
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:07:36
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:07:37
1 - Joser; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 14-08-2024; Hora: 17:07:38
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 17:10:23
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 17:17:00
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 17:18:02
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 17:18:09
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 17:18:22
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 17:18:40
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 17:24:30
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 17:42:04
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 17:48:07
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 17:48:54
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 17:51:43
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 17:59:25
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 18:13:18
1 - Joser; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 14-08-2024; Hora: 18:14:25
