ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 10-04-2025; Hora: 08:06:18
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 08:06:22
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 08:06:22
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 08:06:23
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 08:06:23
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 08:54:10
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 08:54:10
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 08:54:10
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 08:54:10
2 - Software Admin Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 09:08:44
2 - Software Admin Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 09:08:44
2 - Software Admin Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 09:08:44
2 - Software Admin Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 09:08:44
2 - Software Admin Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 09:08:59
2 - Software Admin Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 09:08:59
2 - Software Admin Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 09:08:59
2 - Software Admin Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 09:08:59
2 - Software Admin Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 09:09:08
2 - Software Admin Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 09:09:08
2 - Software Admin Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 09:09:08
2 - Software Admin Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 09:09:08
ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 10-04-2025; Hora: 10:11:28
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:11:30
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:11:30
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:11:30
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:11:30
1 - Software; Archivo: alojamientos.php; Acción: Lista los alumnos inscritos en el alojamiento ; Fecha: 10-04-2025; Hora: 10:11:33
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:11:37
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:11:37
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:11:37
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:11:37
1 - Software; Archivo: alojamientos.php; Acción: Se inserta un nuevo alumno; Fecha: 10-04-2025; Hora: 10:11:46
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:11:47
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:11:47
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:11:47
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:11:47
1 - Software; Archivo: alojamientos.php; Acción: Se inserta un nuevo alumno; Fecha: 10-04-2025; Hora: 10:11:59
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:12:00
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:12:00
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:12:00
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 10-04-2025; Hora: 10:12:00
1 - Software; Archivo: alojamientos.php; Acción: Lista los alumnos inscritos en el alojamiento ; Fecha: 10-04-2025; Hora: 10:12:06
1 - Software; Archivo: alojamientos.php; Acción: Lista los alumnos inscritos en el alojamiento ; Fecha: 10-04-2025; Hora: 10:12:29
1 - Software; Archivo: alojamientos.php; Acción: Lista los alumnos inscritos en el alojamiento ; Fecha: 10-04-2025; Hora: 10:20:47
1 - Software; Archivo: alojamientos.php; Acción: Lista los alumnos inscritos en el alojamiento ; Fecha: 10-04-2025; Hora: 10:20:48
1 - Software; Archivo: alojamientos.php; Acción: Lista los alumnos inscritos en el alojamiento ; Fecha: 10-04-2025; Hora: 10:20:50
1 - Software; Archivo: alojamientos.php; Acción: Lista los alumnos inscritos en el alojamiento ; Fecha: 10-04-2025; Hora: 10:21:43
1 - Software; Archivo: alojamientos.php; Acción: Lista los alumnos inscritos en el alojamiento 3; Fecha: 10-04-2025; Hora: 10:21:49
