ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 20-03-2025; Hora: 08:15:03
ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 20-03-2025; Hora: 11:39:09
1 - Software; Archivo: tipoCurso_Edu.php; Acción: Lista los tipos de curso; Fecha: 20-03-2025; Hora: 11:39:36
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 20-03-2025; Hora: 11:41:56
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 20-03-2025; Hora: 11:42:06
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:44:53
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:44:53
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:44:53
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:44:53
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:45:03
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:45:03
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:45:03
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:45:03
1 - Software; Archivo: actividades.php; Acción: Lista las actividades de los adminitradores; Fecha: 20-03-2025; Hora: 11:45:13
1 - Software; Archivo: actividades.php; Acción: Lista las actividades de los adminitradores; Fecha: 20-03-2025; Hora: 11:45:33
1 - Software; Archivo: actividades.php; Acción: Lista los alumnos apuntados en la actividad 1; Fecha: 20-03-2025; Hora: 11:45:36
1 - Software; Archivo: actividades.php; Acción: Lista las actividades de los adminitradores; Fecha: 20-03-2025; Hora: 11:45:50
1 - Software; Archivo: personal_Edu.php; Acción: Lista los personales; Fecha: 20-03-2025; Hora: 11:47:18
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 20-03-2025; Hora: 11:49:05
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 20-03-2025; Hora: 11:49:05
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 20-03-2025; Hora: 11:49:57
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 20-03-2025; Hora: 11:50:36
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 20-03-2025; Hora: 11:52:19
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 20-03-2025; Hora: 11:52:29
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 20-03-2025; Hora: 11:55:37
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 20-03-2025; Hora: 11:55:38
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:56:12
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:56:12
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:56:12
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:56:12
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:56:13
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:56:13
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:56:13
1 - Software; Archivo: alojamientos.php; Acción: Lista los alojamientos; Fecha: 20-03-2025; Hora: 11:56:13
1 - Software; Archivo: personal_Edu.php; Acción: Lista los personales; Fecha: 20-03-2025; Hora: 11:56:30
1 - Software; Archivo: personal_Edu.php; Acción: Lista los personales; Fecha: 20-03-2025; Hora: 11:57:02
1 - Software; Archivo: personal_Edu.php; Acción: Lista los personales; Fecha: 20-03-2025; Hora: 11:57:25
 - Software; Archivo: asistencia.php; Acción: Lista las asistencias; Fecha: 20-03-2025; Hora: 11:57:54
1 - Software; Archivo: personal_Edu.php; Acción: Lista los personales; Fecha: 20-03-2025; Hora: 11:58:11
 - Software; Archivo: asistencia.php; Acción: Lista las asistencias; Fecha: 20-03-2025; Hora: 11:58:35
