ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 26-08-2025; Hora: 10:25:32
ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 26-08-2025; Hora: 11:12:47
ID:  - Nombre:  - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se cambia la contraseña de: vhtyk1m1be1635bce84fe9b9c3a65; Fecha: 26-08-2025; Hora: 11:14:20
ID: 1 - Nombre: Software - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login; Fecha: 26-08-2025; Hora: 12:37:52
ID:  - Nombre:  - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se cambia la contraseña de: zhtyl1s1b88f882ea9a25a5bbc009; Fecha: 26-08-2025; Hora: 13:15:55
ID: 24 - Nombre: luis - IP: 192.168.31.3; Archivo: usuario.php; Acción: Se hace login Alumno; Fecha: 26-08-2025; Hora: 13:16:03
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 26-08-2025; Hora: 14:05:17
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:05:18
1 - Software; Archivo: medios.php; Acción: Lista los medios de pago; Fecha: 26-08-2025; Hora: 14:08:49
1 - Software; Archivo: medios.php; Acción: Lista los medios de pago; Fecha: 26-08-2025; Hora: 14:09:06
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 26-08-2025; Hora: 14:09:22
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:09:22
1 - Software; Archivo: medios.php; Acción: Lista los medios de pago; Fecha: 26-08-2025; Hora: 14:11:29
1 - Software; Archivo: medios.php; Acción: Lista los medios de pago; Fecha: 26-08-2025; Hora: 14:11:30
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 26-08-2025; Hora: 14:12:29
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:12:29
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:12:34
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:13:48
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 26-08-2025; Hora: 14:13:55
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:13:55
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 26-08-2025; Hora: 14:13:59
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:13:59
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 26-08-2025; Hora: 14:14:03
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:14:03
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:14:06
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:14:50
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:25:43
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:30:31
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:30:42
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:30:56
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:31:06
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:31:38
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:31:50
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:32:22
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:32:32
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:32:39
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:32:49
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:32:51
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:33:08
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:33:22
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 26-08-2025; Hora: 14:34:15
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:34:15
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:34:17
1 - Software; Archivo: pagos.php; Acción: Recoger los medios de pago; Fecha: 26-08-2025; Hora: 14:44:46
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:44:46
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:47:54
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:47:59
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 14:53:49
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 15:24:55
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 15:26:08
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 15:26:11
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 15:26:21
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 15:26:25
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 15:27:33
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 15:27:39
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 15:30:13
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 15:30:30
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 15:31:06
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 15:31:09
1 - Software; Archivo: tarifaAloja.php; Acción: Lista las tarifas de alojamiento; Fecha: 26-08-2025; Hora: 15:39:10
